Job ID,Job Title,Company Name,Job Location,Salary Range,Experience Required,Job Portal,Number of Applicants,Company Size,Job Description,Recruiter Email,fake_label,triggered_rules
JOB145,Business Analyst,TCS,Hyderabad,5-8 LPA,5-10 years,Naukri.com,431,Large (500+),Work from home and get paid weekly — easy money!,apply@outlook.com,1,"email_suspicious,missing_description"
JOB146,Sales Representative,Deloitte,Ahmedabad,5-8 LPA,5-10 years,Indeed,357,Small (1-50),No experience required! Apply now and start earning today!,hr@private.com,1,"missing_description,trigger_keyword"
JOB147,Software Engineer,Google,Delhi,3-5 LPA,5-10 years,LinkedIn,265,Large (500+),No experience required! Apply now and start earning today!,jobs@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB148,Marketing Executive,TCS,Anywhere,5-8 LPA,10+ years,Naukri.com,287,Medium (51-500),Competitive role with clear growth path and mentorship.,admin@privatte.com,1,missing_description
JOB149,Sales Representative,Wipro,Noida,20+ LPA,5-10 years,LinkedIn,260,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,contact@outlok.com,1,"missing_description,company_salary_mismatch"
JOB150,Software Engineer,Infosys,Hyderabad,20+ LPA,0-2 years,Naukri.com,218,Small (1-50),Work from home and get paid weekly — easy money!,recruitment@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB151,HR Manager,IBM,Kolkata,8-12 LPA,0-2 years,Naukri.com,454,Medium (51-500),Competitive role with clear growth path and mentorship.,hr@gmail.com,1,"email_suspicious,missing_description"
JOB152,Data Scientist,Amazon,Bangalore,20+ LPA,10+ years,Indeed,129,Medium (51-500),Looking for experienced professionals to join our growing team.,hr@gmaill.com,1,"missing_description,company_salary_mismatch"
JOB153,Product Manager,Infosys,Ahmedabad,3-5 LPA,10+ years,LinkedIn,430,Small (1-50),We value innovation and collaboration in a fast-paced environment.,team@gmaill.com,1,missing_description
JOB154,Product Manager,IBM,Noida,12-20 LPA,0-2 years,LinkedIn,122,Medium (51-500),Limited slots available! Click here to apply fast!,career@jobssmail.com,1,missing_description
JOB155,Cyber Security Analyst,Amazon,Jaipur,8-12 LPA,10+ years,Indeed,146,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB156,Business Analyst,Deloitte,Chennai,12-20 LPA,2-5 years,Naukri.com,79,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB157,Data Scientist,TCS,Kolkata,3-5 LPA,2-5 years,LinkedIn,205,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,admin@privatte.com,1,missing_description
JOB158,Data Scientist,Microsoft,Pune,12-20 LPA,5-10 years,Naukri.com,166,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",contact@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB159,Business Analyst,HCL,Chennai,5-8 LPA,2-5 years,Naukri.com,218,Medium (51-500),Join us to build the next generation of solutions in your field.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB160,Cyber Security Analyst,HCL,Jaipur,3-5 LPA,10+ years,LinkedIn,28,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB161,Software Engineer,,Delhi,5-8 LPA,2-5 years,Indeed,158,Large (500+),Role requires domain expertise and strong communication skills.,hiring@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB162,Marketing Executive,Wipro,Noida,8-12 LPA,10+ years,Indeed,62,Small (1-50),Applicants should have relevant technical skills and industry exposure.,jobs@private.com,1,missing_description
JOB163,Business Analyst,Infosys,Kolkata,5-8 LPA,2-5 years,Indeed,71,Medium (51-500),Work from home and get paid weekly — easy money!,team@outlook.com,1,"email_suspicious,missing_description"
JOB164,HR Manager,Confidential,Delhi,5-8 LPA,2-5 years,LinkedIn,205,Medium (51-500),Join us to build the next generation of solutions in your field.,contact@company-careers.c0m,1,"missing_description,vague_company"
JOB165,Financial Analyst,HCL,Ahmedabad,3-5 LPA,10+ years,Indeed,429,Medium (51-500),Urgent hiring — start immediately without any qualifications!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB166,Financial Analyst,Infosys,Multiple Locations,5-8 LPA,0-2 years,Indeed,448,Large (500+),Easy pay and work opportunity for students — apply now!,hiring@company-careers.c0m,1,"missing_description,trigger_keyword"
JOB167,Graphic Designer,Google,Ahmedabad,3-5 LPA,0-2 years,Indeed,231,Small (1-50),Competitive role with clear growth path and mentorship.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB168,HR Manager,Microsoft,Kolkata,5-8 LPA,10+ years,LinkedIn,472,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB169,Product Manager,TCS,Delhi,20+ LPA,10+ years,Indeed,236,Small (1-50),No experience required! Apply now and start earning today!,contact@jobssmail.com,1,"missing_description,company_salary_mismatch,trigger_keyword"
JOB170,Cyber Security Analyst,IBM,Pune,5-8 LPA,2-5 years,LinkedIn,90,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,career@company-careers.c0m,1,missing_description
JOB171,Data Scientist,Infosys,Jaipur,20+ LPA,2-5 years,Indeed,49,Small (1-50),Easy pay and work opportunity for students — apply now!,contact@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch,trigger_keyword"
JOB172,Marketing Executive,TCS,Bangalore,12-20 LPA,5-10 years,LinkedIn,224,Medium (51-500),Join us to build the next generation of solutions in your field.,team@hiremefast.co,1,missing_description
JOB173,Financial Analyst,Amazon,Ahmedabad,20+ LPA,0-2 years,LinkedIn,490,Small (1-50),Join us to build the next generation of solutions in your field.,hiring@company-careers.c0m,1,"missing_description,company_salary_mismatch"
JOB174,Business Analyst,HCL,Hyderabad,3-5 LPA,0-2 years,LinkedIn,411,Large (500+),Applicants should have relevant technical skills and industry exposure.,team@private.com,1,missing_description
JOB175,Cyber Security Analyst,HCL,Chennai,20+ LPA,2-5 years,Indeed,263,Small (1-50),Looking for experienced professionals to join our growing team.,hiring@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB176,Product Manager,Microsoft,Chennai,20+ LPA,2-5 years,Naukri.com,330,Medium (51-500),Role requires domain expertise and strong communication skills.,jobs@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB177,Product Manager,Wipro,Noida,12-20 LPA,5-10 years,LinkedIn,361,Small (1-50),Competitive role with clear growth path and mentorship.,admin@hiremefast.co,1,missing_description
JOB178,Sales Representative,Amazon,Remote,3-5 LPA,0-2 years,Indeed,495,Large (500+),Looking for experienced professionals to join our growing team.,team@outlook.com,1,"email_suspicious,missing_description"
JOB179,Data Scientist,Wipro,Ahmedabad,3-5 LPA,10+ years,Indeed,420,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,career@gmail.com,1,"email_suspicious,missing_description"
JOB180,Software Engineer,TCS,Noida,8-12 LPA,0-2 years,Indeed,311,Large (500+),Limited slots available! Click here to apply fast!,apply@gmail.com,1,"email_suspicious,missing_description"
JOB181,Product Manager,HCL,Hyderabad,5-8 LPA,2-5 years,Naukri.com,73,Medium (51-500),Pay and work with flexible hours — earn money fast!,team@jobssmail.com,1,missing_description
JOB182,Cyber Security Analyst,Wipro,Hyderabad,3-5 LPA,10+ years,Indeed,289,Medium (51-500),Competitive role with clear growth path and mentorship.,admin@hiremefast.co,1,missing_description
JOB183,Data Scientist,HCL,Jaipur,5-8 LPA,5-10 years,Naukri.com,52,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB184,Business Analyst,,,12-20 LPA,10+ years,Indeed,80,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",team@gmail.com,1,"email_suspicious,missing_description,vague_company,location_missing,trigger_keyword"
JOB185,Marketing Executive,TCS,Ahmedabad,12-20 LPA,10+ years,Indeed,64,Small (1-50),Urgent hiring — start immediately without any qualifications!,jobs@gmail.com,1,"email_suspicious,missing_description"
JOB186,HR Manager,HCL,Ahmedabad,5-8 LPA,0-2 years,Indeed,451,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB187,Business Analyst,Accenture,,12-20 LPA,0-2 years,Naukri.com,99,Small (1-50),Competitive role with clear growth path and mentorship.,contact@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB188,Graphic Designer,HCL,Chennai,12-20 LPA,10+ years,Indeed,306,Small (1-50),Competitive role with clear growth path and mentorship.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB189,Graphic Designer,Amazon,Hyderabad,20+ LPA,10+ years,LinkedIn,315,Small (1-50),We value innovation and collaboration in a fast-paced environment.,hr@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB190,HR Manager,Private,Mumbai,20+ LPA,2-5 years,LinkedIn,110,Medium (51-500),Pay and work with flexible hours — earn money fast!,team@outlok.com,1,"missing_description,company_salary_mismatch"
JOB191,Graphic Designer,Wipro,Noida,3-5 LPA,5-10 years,Indeed,172,Small (1-50),Role requires domain expertise and strong communication skills.,jobs@company-careers.c0m,1,missing_description
JOB192,Product Manager,Accenture,Chennai,20+ LPA,0-2 years,LinkedIn,362,Small (1-50),Role requires domain expertise and strong communication skills.,recruitment@outlok.com,1,"missing_description,company_salary_mismatch"
JOB193,Software Engineer,Accenture,Noida,5-8 LPA,5-10 years,LinkedIn,234,Large (500+),Work from home and get paid weekly — easy money!,hr@outlook.com,1,"email_suspicious,missing_description"
JOB194,Marketing Executive,Amazon,Remote,5-8 LPA,2-5 years,Indeed,123,Large (500+),Limited slots available! Click here to apply fast!,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB195,Financial Analyst,Microsoft,Kolkata,5-8 LPA,0-2 years,Naukri.com,58,Small (1-50),Join us to build the next generation of solutions in your field.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB196,Business Analyst,Accenture,Mumbai,8-12 LPA,2-5 years,Indeed,417,Large (500+),Work from home and get paid weekly — easy money!,career@hiremefast.co,1,missing_description
JOB197,Financial Analyst,Google,Bangalore,12-20 LPA,0-2 years,Indeed,28,Large (500+),Urgent hiring — start immediately without any qualifications!,team@jobssmail.com,1,missing_description
JOB198,Graphic Designer,IBM,Kolkata,20+ LPA,10+ years,Naukri.com,38,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,contact@hiremefast.co,1,"missing_description,company_salary_mismatch"
JOB199,Sales Representative,Google,Hyderabad,3-5 LPA,0-2 years,Indeed,462,Large (500+),Work from home and get paid weekly — easy money!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB200,Cyber Security Analyst,Accenture,Pune,3-5 LPA,5-10 years,Indeed,44,Small (1-50),Competitive role with clear growth path and mentorship.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB201,Sales Representative,Accenture,Delhi,3-5 LPA,0-2 years,Indeed,30,Large (500+),Join us to build the next generation of solutions in your field.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB202,Business Analyst,Infosys,Delhi,12-20 LPA,0-2 years,LinkedIn,388,Large (500+),Role requires domain expertise and strong communication skills.,career@outlook.com,1,"email_suspicious,missing_description"
JOB203,Financial Analyst,Infosys,Bangalore,5-8 LPA,10+ years,Indeed,221,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",apply@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB204,Product Manager,Deloitte,Multiple Locations,5-8 LPA,10+ years,Indeed,62,Large (500+),"No expreience required, immediate joiners welcome! Apply now!",hiring@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB205,Data Scientist,Microsoft,Bangalore,3-5 LPA,10+ years,Naukri.com,318,Large (500+),Competitive role with clear growth path and mentorship.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB206,Data Scientist,Accenture,Kolkata,5-8 LPA,10+ years,Naukri.com,392,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,jobs@gmaill.com,1,missing_description
JOB207,Sales Representative,Amazon,Jaipur,12-20 LPA,10+ years,LinkedIn,274,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,jobs@outlok.com,1,missing_description
JOB208,Sales Representative,TCS,Multiple Locations,12-20 LPA,0-2 years,Indeed,62,Small (1-50),Competitive role with clear growth path and mentorship.,admin@outlok.com,1,"missing_description,location_multiple_inconsistent"
JOB209,Sales Representative,Microsoft,Mumbai,5-8 LPA,10+ years,Naukri.com,389,Small (1-50),We value innovation and collaboration in a fast-paced environment.,contact@jobssmail.com,1,missing_description
JOB210,Business Analyst,Amazon,,12-20 LPA,2-5 years,LinkedIn,251,Small (1-50),No experience required! Apply now and start earning today!,admin@gmail.com,1,"email_suspicious,missing_description,location_missing,trigger_keyword"
JOB211,Business Analyst,,Ahmedabad,3-5 LPA,0-2 years,Indeed,454,Small (1-50),Easy pay and work opportunity for students — apply now!,hr@jobssmail.com,1,"missing_description,vague_company,trigger_keyword"
JOB212,Sales Representative,HCL,Noida,20+ LPA,10+ years,Naukri.com,255,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",hiring@hiremefast.co,1,"missing_description,company_salary_mismatch,trigger_keyword"
JOB213,Graphic Designer,IBM,Mumbai,12-20 LPA,5-10 years,Naukri.com,148,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",career@privatte.com,1,"missing_description,trigger_keyword"
JOB214,Data Scientist,Wipro,Multiple Locations,12-20 LPA,10+ years,Indeed,364,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,team@gmail.com,1,"email_suspicious,missing_description"
JOB215,Business Analyst,TCS,Hyderabad,12-20 LPA,0-2 years,Naukri.com,96,Small (1-50),Easy pay and work opportunity for students — apply now!,admin@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB216,Software Engineer,Accenture,Bangalore,3-5 LPA,0-2 years,Naukri.com,430,Large (500+),Looking for experienced professionals to join our growing team.,hr@gmail.com,1,"email_suspicious,missing_description"
